ACCOUNT_ID,USERNAME,PASSWORD,ROLE,EMPLOYEE_ID,CUSTOMER_ID
A607,jonedwards,123,Khách hàng,,046101C
A608,tpreston,123,Khách hàng,,045503C
A609,hendersongavin,123,Khách hàng,,061049C
A610,halllindsey,123,Khách hàng,,098901C
A611,fjohnson,123,Khách hàng,,085784C
A612,corey22,123,Khách hàng,,062007C
A613,wsmith,123,Khách hàng,,049198C
A614,alicia18,123,Khách hàng,,078485C
A615,vincentadams,123,Khách hàng,,053663C
A616,druiz,123,Khách hàng,,025715C
A617,jennadickerson,123,Khách hàng,,055622C
A618,james23,123,Khách hàng,,044192C
A619,kristina28,123,Khách hàng,,017538C
A620,amy23,123,Khách hàng,,034364C
A621,tschaefer,123,Khách hàng,,093000C
A622,johncastro,123,Khách hàng,,023664C
A623,juliewarren,123,Khách hàng,,040430C
A624,lauren07,123,Khách hàng,,067419C
A625,bryanjackson,123,Khách hàng,,024251C
A626,ilewis,123,Khách hàng,,000406C
A627,fgarcia,123,Khách hàng,,094016C
A628,nolanpatricia,123,Khách hàng,,001020C
A629,nixontonya,123,Khách hàng,,080106C
A630,rcole,123,Khách hàng,,091875C
A631,qdudley,123,Khách hàng,,096204C
A632,escott,123,Khách hàng,,071428C
A633,brendayang,123,Khách hàng,,010275C
A634,gillbrian,123,Khách hàng,,096592C
A635,steelejohn,123,Khách hàng,,030450C
A636,carolbeard,123,Khách hàng,,040995C
A637,alexander25,123,Khách hàng,,031691C
A638,michael48,123,Khách hàng,,098557C
A639,dennis73,123,Khách hàng,,061094C
A640,tmorgan,123,Khách hàng,,000030C
A641,staylor,123,Khách hàng,,079675C
A642,michael96,123,Khách hàng,,023867C
A643,sriley,123,Khách hàng,,093856C
A644,emily93,123,Khách hàng,,071576C
A645,ryanbaker,123,Khách hàng,,043231C
A646,williammorton,123,Khách hàng,,053232C
A647,qstark,123,Khách hàng,,079946C
A648,pturner,123,Khách hàng,,019278C
A649,clarkejames,123,Khách hàng,,030606C
A650,stephen10,123,Khách hàng,,047730C
A651,carlafoley,123,Khách hàng,,067968C
A652,petersenjay,123,Khách hàng,,090428C
A653,christinesolomon,123,Khách hàng,,091373C
A654,chelsea40,123,Khách hàng,,049232C
A655,smithsabrina,123,Khách hàng,,078177C
A656,mariecollins,123,Khách hàng,,079259C
A657,phillipporter,123,Khách hàng,,014657C
A658,michele19,123,Khách hàng,,002895C
A659,scasey,123,Khách hàng,,003527C
A660,tatealexis,123,Khách hàng,,003025C
A661,michael36,123,Khách hàng,,093213C
A662,luisflynn,123,Khách hàng,,020286C
A663,nbarrett,123,Khách hàng,,003157C
A664,owillis,123,Khách hàng,,001358C
A665,brownphyllis,123,Khách hàng,,067201C
A666,lucasdeborah,123,Khách hàng,,067847C
A667,waynebarnes,123,Khách hàng,,037322C
A668,cynthia93,123,Khách hàng,,072887C
A669,morgandevon,123,Khách hàng,,095093C
A670,todd79,123,Khách hàng,,097522C
A671,joseph17,123,Khách hàng,,056960C
A672,rachaelhunt,123,Khách hàng,,019293C
A673,afranklin,123,Khách hàng,,035250C
A674,catherinebarnes,123,Khách hàng,,045568C
A675,ginahess,123,Khách hàng,,084440C
A676,silvadaniel,123,Khách hàng,,047011C
A677,julieolson,123,Khách hàng,,080606C
A678,cohenronald,123,Khách hàng,,057334C
A679,kristen58,123,Khách hàng,,065085C
A680,smithcathy,123,Khách hàng,,060848C
A681,pamelarussell,123,Khách hàng,,019032C
A682,ublackwell,123,Khách hàng,,036629C
A683,christophermyers,123,Khách hàng,,070794C
A684,brandongutierrez,123,Khách hàng,,017901C
A685,williamskimberly,123,Khách hàng,,014490C
A686,annwarner,123,Khách hàng,,016761C
A687,isullivan,123,Khách hàng,,078113C
A688,newtonsean,123,Khách hàng,,092095C
A689,annwinters,123,Khách hàng,,036656C
A690,briannajackson,123,Khách hàng,,082283C
A691,raykeith,123,Khách hàng,,023667C
A692,jason00,123,Khách hàng,,086614C
A693,walterdanielle,123,Khách hàng,,075110C
A694,kendrawall,123,Khách hàng,,088388C
A695,shawnawilson,123,Khách hàng,,093037C
A696,adam52,123,Khách hàng,,089982C
A697,beth11,123,Khách hàng,,071255C
A698,jamie75,123,Khách hàng,,076196C
A699,hruiz,123,Khách hàng,,030071C
A700,millersamuel,123,Khách hàng,,004686C
A701,jdaniels,123,Khách hàng,,079970C
A702,ostone,123,Khách hàng,,037709C
A703,dawnpoole,123,Khách hàng,,054522C
A704,eddie12,123,Khách hàng,,055112C
A705,austinnewman,123,Khách hàng,,044745C
A706,beckalice,123,Khách hàng,,072305C
A707,michael76,123,Khách hàng,,076801C
A708,julie97,123,Khách hàng,,028300C
A709,jesse80,123,Khách hàng,,029673C
A710,xharrington,123,Khách hàng,,081238C
A711,laura03,123,Khách hàng,,080682C
A712,alvarezmicheal,123,Khách hàng,,027733C
A713,amystone,123,Khách hàng,,067786C
A714,villegasashley,123,Khách hàng,,015735C
A715,dunlaphector,123,Khách hàng,,054593C
A716,todd60,123,Khách hàng,,034049C
A717,destinywoods,123,Khách hàng,,009545C
A718,frances20,123,Khách hàng,,069098C
A719,kfox,123,Khách hàng,,086644C
A720,rdominguez,123,Khách hàng,,048196C
A721,blewis,123,Khách hàng,,075837C
A722,mlutz,123,Khách hàng,,039592C
A723,cherylstewart,123,Khách hàng,,031249C
A724,tiffany92,123,Khách hàng,,021597C
A725,xmyers,123,Khách hàng,,072121C
A726,nphillips,123,Khách hàng,,075441C
A727,sydney89,123,Khách hàng,,057810C
A728,sheri39,123,Khách hàng,,025841C
A729,claire25,123,Khách hàng,,073345C
A730,douglaswolf,123,Khách hàng,,095487C
A731,amandapage,123,Khách hàng,,056065C
A732,englishsean,123,Khách hàng,,066637C
A733,heatherburke,123,Khách hàng,,093255C
A734,jenniferdavis,123,Khách hàng,,074360C
A735,sconway,123,Khách hàng,,066330C
A736,mhill,123,Khách hàng,,032829C
A737,megan50,123,Khách hàng,,092225C
A738,leejames,123,Khách hàng,,053873C
A739,melanieellis,123,Khách hàng,,023672C
A740,walter76,123,Khách hàng,,093373C
A741,melinda60,123,Khách hàng,,024767C
A742,staffordmatthew,123,Khách hàng,,084723C
A743,kathryngilbert,123,Khách hàng,,038353C
A744,aparker,123,Khách hàng,,022633C
A745,rbrooks,123,Khách hàng,,069813C
A746,barberwendy,123,Khách hàng,,025351C
A747,hunterandres,123,Khách hàng,,053378C
A748,stephanie91,123,Khách hàng,,017389C
A749,andrewkramer,123,Khách hàng,,081960C
A750,christopher96,123,Khách hàng,,070514C
A751,kelseyjohnston,123,Khách hàng,,018475C
A752,joshuamoore,123,Khách hàng,,060052C
A753,brittanyperez,123,Khách hàng,,066047C
A754,nancyscott,123,Khách hàng,,093516C
A755,dustin94,123,Khách hàng,,076774C
A756,christianvillanueva,123,Khách hàng,,073570C
A757,ldickson,123,Khách hàng,,017597C
A758,monicasmith,123,Khách hàng,,097726C
A759,wgregory,123,Khách hàng,,019108C
A760,christopher94,123,Khách hàng,,082791C
A761,adamthomas,123,Khách hàng,,080351C
A762,joylowe,123,Khách hàng,,014123C
A763,fmartinez,123,Khách hàng,,003705C
A764,gordonstefanie,123,Khách hàng,,061242C
A765,stephenbeck,123,Khách hàng,,018245C
A766,phall,123,Khách hàng,,085367C
A767,emma31,123,Khách hàng,,035735C
A768,tracy58,123,Khách hàng,,024302C
A769,jeffery86,123,Khách hàng,,011188C
A770,thompsondaniel,123,Khách hàng,,088723C
A771,blackdillon,123,Khách hàng,,002562C
A772,qthomas,123,Khách hàng,,094234C
A773,kathleenthompson,123,Khách hàng,,008852C
A774,bakerterri,123,Khách hàng,,030109C
A775,whunt,123,Khách hàng,,030063C
A776,yfitzgerald,123,Khách hàng,,032880C
A777,kelseymarquez,123,Khách hàng,,016401C
A778,dianatorres,123,Khách hàng,,036561C
A779,kblack,123,Khách hàng,,018069C
A780,nclark,123,Khách hàng,,053189C
A781,gfritz,123,Khách hàng,,070212C
A782,rmartinez,123,Khách hàng,,093247C
A783,kcurry,123,Khách hàng,,014805C
A784,harrisjohn,123,Khách hàng,,096322C
A785,jrussell,123,Khách hàng,,078421C
A786,aliciarobinson,123,Khách hàng,,086700C
A787,leemichele,123,Khách hàng,,062581C
A788,cassandrapierce,123,Khách hàng,,046706C
A789,pburke,123,Khách hàng,,081949C
A790,emily79,123,Khách hàng,,021344C
A791,belltina,123,Khách hàng,,004481C
A792,jacquelinejohnson,123,Khách hàng,,011800C
A793,scottholmes,123,Khách hàng,,018958C
A794,margaretthomas,123,Khách hàng,,026742C
A795,mruiz,123,Khách hàng,,039425C
A796,mary46,123,Khách hàng,,047147C
A797,joann41,123,Khách hàng,,097229C
A798,serranomitchell,123,Khách hàng,,019959C
A799,hallderek,123,Khách hàng,,047008C
A800,melodywashington,123,Khách hàng,,084965C
A801,zacharyschultz,123,Khách hàng,,068528C
A802,darrellmorris,123,Khách hàng,,080339C
A803,wardlisa,123,Khách hàng,,021628C
A804,jamesphillips,123,Khách hàng,,020476C
A805,vcurtis,123,Khách hàng,,047850C
A806,jfoster,123,Khách hàng,,018736C
A807,ojones,123,Khách hàng,,056331C
A808,alisongreer,123,Khách hàng,,084275C
A809,lbell,123,Khách hàng,,015109C
A810,nancyjordan,123,Khách hàng,,061267C
A811,darrylmoore,123,Khách hàng,,086183C
A812,imoon,123,Khách hàng,,046536C
A813,cgiles,123,Khách hàng,,050060C
A814,karen91,123,Khách hàng,,075250C
A815,deborah11,123,Khách hàng,,014702C
A816,csanchez,123,Khách hàng,,017198C
A817,valenciafrances,123,Khách hàng,,085113C
A818,owensjordan,123,Khách hàng,,042054C
A819,jacqueline62,123,Khách hàng,,087451C
A820,colleenshelton,123,Khách hàng,,047643C
A821,stephaniesantos,123,Khách hàng,,000088C
A822,alexanderthomas,123,Khách hàng,,014908C
A823,michellemata,123,Khách hàng,,083483C
A824,carlosramirez,123,Khách hàng,,043988C
A825,cindy94,123,Khách hàng,,057534C
A826,tbraun,123,Khách hàng,,046428C
A827,thomastiffany,123,Khách hàng,,000313C
A828,reedjonathan,123,Khách hàng,,095773C
A829,bmyers,123,Khách hàng,,034027C
A830,denise31,123,Khách hàng,,031359C
A831,johnmills,123,Khách hàng,,006635C
A832,aflores,123,Khách hàng,,048434C
A833,robert88,123,Khách hàng,,063910C
A834,jenniferbaldwin,123,Khách hàng,,036369C
A835,tbradshaw,123,Khách hàng,,049510C
A836,wallacecynthia,123,Khách hàng,,074997C
A837,laurengreen,123,Khách hàng,,086969C
A838,christopher27,123,Khách hàng,,069288C
A839,hughesdawn,123,Khách hàng,,044872C
A840,welchkelsey,123,Khách hàng,,046680C
A841,kmcdonald,123,Khách hàng,,054359C
A842,ethansmith,123,Khách hàng,,086170C
A843,francojean,123,Khách hàng,,021518C
A844,toddruiz,123,Khách hàng,,038375C
A845,fanderson,123,Khách hàng,,050661C
A846,stephanie20,123,Khách hàng,,067505C
A847,matthewerickson,123,Khách hàng,,007369C
A848,sandovalryan,123,Khách hàng,,058796C
A849,christy35,123,Khách hàng,,045529C
A850,ichan,123,Khách hàng,,021832C
A851,wrightkathleen,123,Khách hàng,,048426C
A852,ralexander,123,Khách hàng,,069986C
A853,ronald66,123,Khách hàng,,036958C
A854,brandy18,123,Khách hàng,,097797C
A855,aanderson,123,Khách hàng,,025464C
A856,ppena,123,Khách hàng,,046539C
A857,gwalsh,123,Khách hàng,,009447C
A858,kevinrose,123,Khách hàng,,033617C
A859,aaron20,123,Khách hàng,,037977C
A860,morganmatthew,123,Khách hàng,,030889C
A861,johnkeith,123,Khách hàng,,047712C
A862,kgreen,123,Khách hàng,,097800C
A863,gross,123,Khách hàng,,061319C
A864,rodriguezjenny,123,Khách hàng,,094144C
A865,amy84,123,Khách hàng,,087000C
A866,garciachristina,123,Khách hàng,,043949C
A867,sanchezmary,123,Khách hàng,,025328C
A868,seanmartin,123,Khách hàng,,023012C
A869,rebecca27,123,Khách hàng,,099638C
A870,castroallen,123,Khách hàng,,018526C
A871,garciachristopher,123,Khách hàng,,059729C
A872,uclark,123,Khách hàng,,066741C
A873,pperez,123,Khách hàng,,018261C
A874,jacob09,123,Khách hàng,,006929C
A875,mwaller,123,Khách hàng,,007085C
A876,justinpalmer,123,Khách hàng,,072907C
A877,wfuller,123,Khách hàng,,072591C
A878,tgilmore,123,Khách hàng,,014412C
A879,melvin22,123,Khách hàng,,033556C
A880,rachelmorris,123,Khách hàng,,071342C
A881,watsonchristy,123,Khách hàng,,032300C
A882,emma01,123,Khách hàng,,001747C
A883,ldaniel,123,Khách hàng,,065482C
A884,lisabean,123,Khách hàng,,058050C
A885,andrea07,123,Khách hàng,,086781C
A886,ymcclain,123,Khách hàng,,019310C
A887,mrichardson,123,Khách hàng,,000307C
A888,carlosbraun,123,Khách hàng,,025468C
A889,ballheather,123,Khách hàng,,024849C
A890,naustin,123,Khách hàng,,003569C
A891,pattersonamy,123,Khách hàng,,098102C
A892,jocelyn03,123,Khách hàng,,025895C
A893,marie67,123,Khách hàng,,021500C
A894,caleb01,123,Khách hàng,,046576C
A895,nicholas66,123,Khách hàng,,065700C
A896,justinbonilla,123,Khách hàng,,007003C
A897,burtoncynthia,123,Khách hàng,,020111C
A898,rmoore,123,Khách hàng,,090452C
A899,zhardin,123,Khách hàng,,019441C
A900,terry54,123,Khách hàng,,006320C
A901,lmeyers,123,Khách hàng,,018470C
A902,michaelcoleman,123,Khách hàng,,042275C
A903,rcollins,123,Khách hàng,,072826C
A904,veronicahall,123,Khách hàng,,033110C
A905,webereric,123,Khách hàng,,080997C
A906,xwiley,123,Khách hàng,,032139C
A907,thompsoncassandra,123,Khách hàng,,000718C
A908,deborahwhite,123,Khách hàng,,013119C
A909,lleonard,123,Khách hàng,,092366C
A910,randy48,123,Khách hàng,,091025C
A911,mooreeric,123,Khách hàng,,055675C
A912,guerrerothomas,123,Khách hàng,,066004C
A913,jessica44,123,Khách hàng,,095275C
A914,rjohnson,123,Khách hàng,,052001C
A915,kathleen10,123,Khách hàng,,080183C
A916,jeffrey74,123,Khách hàng,,025018C
A917,nicholasjones,123,Khách hàng,,060124C
A918,williamssara,123,Khách hàng,,051077C
A919,adrian40,123,Khách hàng,,002818C
A920,johnsonbradley,123,Khách hàng,,050081C
A921,terrymiller,123,Khách hàng,,092061C
A922,andrewnewton,123,Khách hàng,,079615C
A923,laurajones,123,Khách hàng,,023534C
A924,lawsondonna,123,Khách hàng,,057540C
A925,lorimichael,123,Khách hàng,,006588C
A926,ubenitez,123,Khách hàng,,027974C
A927,ambertaylor,123,Khách hàng,,004771C
A928,jessica68,123,Khách hàng,,004268C
A929,christopherhunter,123,Khách hàng,,014687C
A930,crossangela,123,Khách hàng,,036754C
A931,danielvirginia,123,Khách hàng,,061389C
A932,allison58,123,Khách hàng,,036917C
A933,pstout,123,Khách hàng,,007908C
A934,hernandezrichard,123,Khách hàng,,085029C
A935,jill58,123,Khách hàng,,074144C
A936,andrew02,123,Khách hàng,,059548C
A937,joy32,123,Khách hàng,,046323C
A938,darrellburns,123,Khách hàng,,094116C
A939,restrada,123,Khách hàng,,030518C
A940,lisa02,123,Khách hàng,,084314C
A941,lisa53,123,Khách hàng,,028048C
A942,shawtroy,123,Khách hàng,,093800C
A943,manuel19,123,Khách hàng,,069253C
A944,michaelross,123,Khách hàng,,026462C
A945,bernardkim,123,Khách hàng,,080467C
A946,cgrant,123,Khách hàng,,025748C
A947,jesse06,123,Khách hàng,,094134C
A948,kimberly24,123,Khách hàng,,043614C
A949,garnerjoseph,123,Khách hàng,,007869C
A950,forbesdeborah,123,Khách hàng,,033896C
A951,ayalajoseph,123,Khách hàng,,002706C
A952,jonhouse,123,Khách hàng,,035792C
A953,jacksonjames,123,Khách hàng,,079046C
A954,russelllisa,123,Khách hàng,,044418C
A955,scottanthony,123,Khách hàng,,028227C
A956,markwu,123,Khách hàng,,011170C
A957,brandycardenas,123,Khách hàng,,050384C
A958,daykaren,123,Khách hàng,,006434C
A959,shawnpayne,123,Khách hàng,,092678C
A960,vwatkins,123,Khách hàng,,090104C
A961,michael06,123,Khách hàng,,088753C
A962,jacob36,123,Khách hàng,,043910C
A963,estradasarah,123,Khách hàng,,097036C
A964,zgutierrez,123,Khách hàng,,048031C
A965,ericpatterson,123,Khách hàng,,077552C
A966,vwilcox,123,Khách hàng,,093118C
A967,johnnyhaynes,123,Khách hàng,,088935C
A968,rebekahsmith,123,Khách hàng,,072780C
A969,coreymoore,123,Khách hàng,,088991C
A970,raymondboyd,123,Khách hàng,,023865C
A971,uflores,123,Khách hàng,,012942C
A972,hhenry,123,Khách hàng,,099639C
A973,catherine44,123,Khách hàng,,005540C
A974,nicholas80,123,Khách hàng,,010236C
A975,gpineda,123,Khách hàng,,015755C
A976,robertsimon,123,Khách hàng,,009769C
A977,bbowen,123,Khách hàng,,088315C
A978,zpeters,123,Khách hàng,,019698C
A979,jennifer00,123,Khách hàng,,014389C
A980,yshelton,123,Khách hàng,,029630C
A981,andrea87,123,Khách hàng,,044643C
A982,zlane,123,Khách hàng,,088434C
A983,lawsonjason,123,Khách hàng,,074647C
A984,gjones,123,Khách hàng,,010396C
A985,kristinachavez,123,Khách hàng,,085561C
A986,tonyacrawford,123,Khách hàng,,047915C
A987,jdalton,123,Khách hàng,,001394C
A988,qpatton,123,Khách hàng,,041201C
A989,hpeterson,123,Khách hàng,,057627C
A990,kimberlyward,123,Khách hàng,,038253C
A991,phillip89,123,Khách hàng,,073842C
A992,parkerdavid,123,Khách hàng,,041981C
A993,dustinpeck,123,Khách hàng,,066527C
A994,bradleyburns,123,Khách hàng,,081255C
A995,berrybrent,123,Quản lý công ty,,
A996,khart,123,Quản lý công ty,,
A997,christopher52,123,Quản lý công ty,,
A998,cdurham,123,Quản lý công ty,,
A999,dakota19,123,Quản lý công ty,,
