EMPLOYEE_ID,FULL_NAME,DATE_OF_BIRTH,GENDER,SALARY,START_DATE,TERMINATION_DATE,DEPARTMENT_ID
E000318,Pham Thuy Minh,1999-08-25,Nu,7000000,2019-09-17,2021-09-08,D022
E000319,Dang Hoai Thanh,1980-03-21,Nam,7000000,2015-11-28,2016-06-01,D022
E000320,Pham Huu Anh,1978-03-05,Nu,7000000,2015-12-02,2023-12-14,D022
E000321,Vu Huu Minh,1982-02-14,Nam,9000000,2016-09-08,,D023
E000322,Bui Hoai Quang,1985-09-03,Nam,9000000,2020-02-20,,D023
E000323,Pham Dinh Thi,1994-11-07,Nam,9000000,2021-07-13,2022-02-10,D023
E000324,Bui Thuy Thi,1973-09-25,Nam,9000000,2018-11-18,,D023
E000325,Le Hoai Minh,1972-11-05,Nu,9000000,2015-06-05,2015-10-07,D023
E000326,Nguyen Huu Quang,1999-04-17,Nam,9000000,2021-04-27,2021-07-27,D023
E000327,Bui Thu Thanh,1990-10-15,Nam,9000000,2018-12-15,2019-03-21,D023
E000328,Bui Hai Van,1972-10-06,Nu,9000000,2020-08-04,2021-03-26,D023
E000329,Tran Hoai Thanh,1987-10-02,Nam,9000000,2018-09-27,,D023
E000330,Vu Thu Thanh,1976-06-17,Nam,9000000,2017-03-02,2020-07-25,D023
E000331,Vu Thuy Thanh,1981-12-11,Nu,9000000,2022-11-20,,D023
E000332,Le Thuy Duc,1993-09-14,Nam,9000000,2021-05-02,2021-05-03,D023
E000333,Dang Thu Anh,1983-03-16,Nam,9000000,2015-11-19,,D023
E000334,Hoang Dinh Quang,1996-01-28,Nu,9000000,2022-06-12,,D023
E000335,Le Ngoc Linh,1989-01-14,Nu,9000000,2015-11-09,2018-01-14,D023
E000336,Nguyen Huu Minh,1985-09-07,Nam,9000000,2022-11-26,2022-11-27,D023
E000337,Pham Ngoc Van,1971-03-09,Nam,10000000,2021-01-23,2021-04-06,D024
E000338,Pham Dinh Thi,1988-07-28,Nam,10000000,2021-04-27,,D024
E000339,Hoang Thu Anh,1976-03-20,Nu,10000000,2018-03-05,2020-06-01,D024
E000340,Hoang Thu Thanh,1981-03-16,Nam,10000000,2015-06-22,2023-07-09,D024
E000341,Dang Hai Thanh,1981-04-04,Nu,10000000,2018-04-08,2020-04-23,D024
E000342,Pham Khoa Quang,1991-11-10,Nu,10000000,2020-02-12,,D024
E000343,Hoang Thu Thanh,1980-03-23,Nam,10000000,2020-08-19,,D024
E000344,Dang Dinh Thi,1985-01-16,Nam,10000000,2017-11-02,,D024
E000345,Vu Ngoc Thi,1988-11-22,Nam,10000000,2022-01-28,,D024
E000346,Dang Thuy Van,1974-10-12,Nam,10000000,2021-04-01,,D024
E000347,Dang Huu Quang,1987-01-03,Nam,10000000,2021-08-28,,D024
E000348,Dang Hoai Quang,1976-04-03,Nu,10000000,2015-06-16,,D024
E000349,Bui Khoa Thanh,1971-12-05,Nam,10000000,2021-06-13,2022-10-11,D024
E000350,Hoang Khoa Linh,1984-04-07,Nu,10000000,2018-01-04,,D024
E000351,Pham Thuy Linh,1973-05-28,Nam,10000000,2021-06-04,,D024
E000352,Dang Thuy Van,1999-07-22,Nu,15000000,2021-01-18,,D025
E000353,Nguyen Thuy Duc,2000-01-04,Nam,20000000,2018-05-19,,D026
E000354,Tran Thu Thi,1987-10-14,Nam,20000000,2016-04-27,2018-11-27,D026
E000355,Nguyen Hoai Minh,1985-11-12,Nam,20000000,2016-04-21,2021-09-05,D026
E000356,Bui Dinh Quang,1984-08-21,Nu,20000000,2019-02-07,,D026
E000357,Dang Hai Thanh,1972-11-14,Nu,20000000,2022-01-03,,D026
E000358,Pham Huu Quang,1974-08-16,Nam,20000000,2017-02-21,2022-04-06,D026
E000359,Dang Dinh Anh,1975-03-17,Nam,20000000,2019-09-07,,D026
E000360,Bui Ngoc Thi,1982-02-26,Nam,20000000,2020-05-17,2022-11-17,D026
E000361,Tran Thu Minh,1983-12-20,Nu,20000000,2015-11-08,2022-03-07,D026
E000362,Le Dinh Thanh,2000-03-06,Nam,20000000,2022-08-18,,D026
E000363,Dang Dinh Quang,1977-01-05,Nu,20000000,2016-11-12,,D026
E000364,Tran Hai Thanh,1987-05-06,Nu,8000000,2020-02-01,,D027
E000365,Dang Thu Quang,1984-07-12,Nu,8000000,2020-04-28,2022-07-09,D027
E000366,Dang Huu Thanh,1981-04-04,Nam,8000000,2019-09-15,,D027
E000367,Hoang Thuy Quang,1988-09-03,Nu,8000000,2017-08-06,,D027
E000368,Vu Huu Thi,1974-03-21,Nu,8000000,2022-01-17,,D027
E000369,Nguyen Dinh Linh,1997-10-07,Nam,8000000,2022-01-07,,D027
E000370,Vu Dinh Quang,1991-09-03,Nu,8000000,2016-11-08,2017-03-12,D027
E000371,Vu Thu Quang,1995-07-08,Nu,8000000,2022-12-18,2022-12-19,D027
E000372,Nguyen Thu Duc,1996-06-08,Nam,8000000,2015-04-26,2020-09-06,D027
E000373,Le Ngoc Thi,1975-11-16,Nu,8000000,2017-06-14,2021-10-19,D027
E000374,Hoang Thuy Linh,1999-05-07,Nu,8000000,2019-11-14,2023-06-20,D027
E000375,Dang Huu Anh,1996-07-22,Nam,8000000,2017-11-16,2021-04-13,D027
E000376,Pham Huu Minh,1975-12-11,Nam,8000000,2019-11-23,2020-05-14,D027
E000377,Vu Thuy Thi,1988-07-15,Nu,8000000,2022-09-09,,D027
E000378,Hoang Hoai Anh,1998-11-21,Nu,8000000,2017-07-16,2023-11-13,D027
E000379,Nguyen Huu Duc,1985-11-14,Nu,8000000,2015-11-11,,D027
E000380,Nguyen Huu Duc,1975-09-08,Nu,8000000,2018-01-11,2021-04-26,D027
E000381,Pham Khoa Quang,1971-10-12,Nu,17000000,2020-12-11,2020-12-12,D028
E000382,Pham Hai Thi,1976-11-11,Nam,17000000,2016-03-17,2021-12-14,D028
E000383,Bui Thu Linh,1980-09-21,Nam,17000000,2017-02-14,,D028
E000384,Hoang Huu Linh,1990-05-25,Nu,17000000,2022-07-24,2022-09-17,D028
E000385,Bui Thuy Anh,1993-01-17,Nu,17000000,2015-12-22,,D028
E000386,Bui Dinh Thanh,1970-05-26,Nam,17000000,2022-09-27,2023-02-11,D028
E000387,Bui Huu Linh,1994-01-28,Nu,17000000,2017-12-10,,D028
E000388,Nguyen Hai Minh,1978-08-13,Nam,17000000,2017-11-19,,D028
E000389,Tran Huu Thi,1992-09-12,Nu,17000000,2018-06-15,,D028
E000390,Bui Thuy Thi,1997-05-06,Nam,17000000,2019-01-20,2020-03-05,D028
E000391,Hoang Thu Minh,1995-12-13,Nam,17000000,2022-03-13,2022-07-25,D028
E000392,Hoang Thuy Thanh,1982-08-07,Nu,17000000,2019-06-27,2021-09-22,D028
E000393,Nguyen Thuy Linh,1971-06-15,Nam,17000000,2019-01-19,2023-01-04,D028
E000394,Dang Thu Duc,1987-11-14,Nu,17000000,2016-04-05,2022-07-18,D028
E000395,Tran Huu Minh,1986-10-25,Nu,11000000,2021-07-19,,D029
E000396,Vu Hoai Thi,1985-05-16,Nu,11000000,2017-01-10,2017-06-04,D029
E000397,Hoang Thuy Quang,1977-04-11,Nam,11000000,2016-10-19,,D029
E000398,Tran Hai Thi,1983-03-14,Nu,11000000,2022-07-15,2022-09-11,D029
E000399,Le Thuy Minh,1996-05-15,Nu,11000000,2019-08-21,2020-10-01,D029
E000400,Nguyen Thuy Minh,1980-05-26,Nam,11000000,2019-09-21,2023-11-23,D029
E000401,Le Khoa Duc,1981-02-15,Nam,11000000,2021-04-10,,D029
E000402,Nguyen Ngoc Van,1995-03-06,Nam,11000000,2020-05-20,2020-11-03,D029
E000403,Pham Thu Anh,1989-05-20,Nam,11000000,2018-12-02,2023-01-22,D029
E000404,Vu Thu Linh,1971-07-19,Nu,11000000,2022-02-14,,D029
E000405,Pham Thu Van,1981-11-11,Nam,11000000,2022-06-18,,D029
E000406,Le Khoa Thi,1993-07-18,Nam,11000000,2020-03-19,2020-09-26,D029
E000407,Le Huu Van,1972-02-03,Nam,11000000,2015-11-01,,D029
E000408,Dang Huu Van,1994-07-18,Nam,11000000,2016-07-08,,D029
E000409,Hoang Ngoc Minh,1974-09-01,Nam,11000000,2022-12-22,,D029
E000410,Vu Thu Minh,1971-10-25,Nu,7000000,2018-01-20,,D030
E000411,Nguyen Thuy Thi,1984-04-28,Nam,7000000,2018-05-25,2021-06-28,D030
E000412,Hoang Huu Duc,1996-11-18,Nu,7000000,2019-05-15,,D030
E000413,Le Huu Thi,1988-09-04,Nam,7000000,2021-09-08,,D030
E000414,Bui Thuy Minh,1970-11-13,Nam,7000000,2017-09-26,2017-09-27,D030
E000415,Pham Thu Anh,1975-02-17,Nu,7000000,2015-11-27,,D030
E000416,Le Ngoc Minh,1976-08-08,Nu,7000000,2022-08-04,,D030
E000417,Vu Ngoc Thi,1973-05-12,Nam,7000000,2020-03-03,2021-12-05,D030
E000418,Vu Thuy Thanh,1994-11-19,Nu,7000000,2016-10-01,,D030
E000419,Nguyen Khoa Anh,1988-07-09,Nu,7000000,2016-06-17,,D030
E000420,Dang Thu Minh,1999-08-08,Nu,7000000,2020-03-06,,D030
E000421,Le Huu Thi,1970-10-09,Nu,7000000,2021-04-05,2021-06-17,D030
E000422,Dang Ngoc Anh,1978-11-08,Nu,7000000,2021-10-11,,D030
E000423,Le Thu Anh,1984-03-08,Nu,7000000,2019-06-17,2022-09-28,D030
E000424,Bui Huu Thanh,1995-07-08,Nam,7000000,2022-09-05,,D030
E000425,Nguyen Thuy Minh,1970-03-20,Nu,9000000,2020-03-12,2021-08-24,D031
E000426,Dang Thu Thi,1971-06-25,Nu,9000000,2018-02-25,,D031
E000427,Tran Dinh Van,1989-02-12,Nu,9000000,2018-08-06,,D031
E000428,Nguyen Hoai Quang,1977-08-15,Nu,9000000,2015-10-13,2018-11-26,D031
E000429,Nguyen Thuy Quang,1973-03-14,Nam,9000000,2019-09-12,2023-02-16,D031
E000430,Hoang Hoai Quang,1987-10-16,Nu,9000000,2016-06-06,2016-10-11,D031
E000431,Dang Thu Duc,1998-07-10,Nam,9000000,2015-09-19,2017-06-23,D031
E000432,Vu Hoai Linh,1979-05-03,Nu,9000000,2016-01-09,,D031
E000433,Bui Hai Thanh,1974-10-04,Nam,9000000,2021-11-19,,D031
E000434,Nguyen Huu Linh,1976-09-23,Nam,9000000,2020-05-11,,D031
E000435,Pham Ngoc Minh,1990-02-10,Nam,9000000,2018-09-11,2018-09-12,D031
E000436,Vu Hai Van,1970-07-20,Nu,9000000,2018-10-01,,D031
E000437,Dang Hoai Van,1971-09-20,Nu,9000000,2016-04-25,,D031
E000438,Pham Huu Thi,1979-10-27,Nu,9000000,2015-12-08,2018-12-25,D031
E000439,Nguyen Hoai Thanh,1975-01-10,Nu,9000000,2015-08-13,2020-08-13,D031
E000440,Le Ngoc Thi,1993-12-03,Nam,9000000,2017-07-18,,D031
E000441,Tran Huu Duc,1986-10-16,Nam,9000000,2015-08-10,2022-07-13,D031
E000442,Le Dinh Van,1983-04-13,Nu,9000000,2018-03-07,2021-07-13,D031
E000443,Le Huu Quang,1990-02-11,Nam,9000000,2015-10-28,,D031
E000444,Vu Ngoc Quang,1982-04-16,Nu,9000000,2021-12-11,,D031
E000445,Dang Huu Duc,1995-02-13,Nam,10000000,2017-12-18,2019-12-23,D032
E000446,Tran Hai Quang,1992-09-10,Nu,10000000,2019-11-28,,D032
E000447,Nguyen Hoai Thanh,2000-02-09,Nam,10000000,2017-10-01,,D032
E000448,Tran Hoai Van,1996-12-03,Nu,10000000,2015-02-05,,D032
E000449,Hoang Thuy Quang,1970-09-13,Nu,10000000,2021-07-14,2023-02-25,D032
E000450,Pham Khoa Thanh,1993-07-11,Nam,10000000,2016-11-17,2022-05-17,D032
E000451,Pham Hai Anh,1993-08-09,Nam,10000000,2015-11-19,,D032
E000452,Nguyen Thu Thi,2000-11-24,Nam,10000000,2015-10-24,2019-07-08,D032
E000453,Pham Khoa Anh,1982-04-02,Nam,10000000,2019-07-18,2019-08-15,D032
E000454,Hoang Hai Duc,1995-02-18,Nam,10000000,2018-01-12,2020-10-07,D032
E000455,Le Thu Quang,1971-03-06,Nam,10000000,2017-05-20,2022-11-13,D032
E000456,Hoang Thu Thanh,1992-04-21,Nam,10000000,2022-08-27,,D032
E000457,Le Hoai Quang,1995-10-23,Nu,10000000,2019-08-09,,D032
E000458,Nguyen Ngoc Thanh,1988-03-24,Nam,10000000,2015-01-02,,D032
E000459,Hoang Hai Quang,1976-02-05,Nu,10000000,2018-10-10,2020-12-16,D032
E000460,Dang Khoa Minh,1993-03-08,Nu,15000000,2017-08-13,,D033
E000461,Tran Huu Linh,1999-05-01,Nam,20000000,2017-01-14,2018-04-15,D034
E000462,Dang Huu Anh,1988-01-21,Nam,20000000,2020-05-10,2022-11-01,D034
E000463,Le Thu Anh,1982-05-06,Nu,20000000,2018-10-12,2021-01-10,D034
E000464,Bui Huu Minh,1996-03-02,Nam,20000000,2019-04-24,,D034
E000465,Vu Khoa Minh,1982-12-01,Nu,20000000,2021-10-28,,D034
E000466,Nguyen Hai Duc,1992-12-02,Nam,20000000,2018-05-12,2023-07-16,D034
E000467,Nguyen Thuy Van,1979-09-17,Nu,20000000,2021-04-15,2022-02-10,D034
E000468,Vu Thuy Duc,1986-01-16,Nu,20000000,2021-12-03,2021-12-04,D034
E000469,Nguyen Khoa Duc,1975-10-12,Nam,20000000,2021-09-21,2023-06-17,D034
E000470,Le Huu Linh,1986-01-18,Nu,20000000,2019-08-19,2020-08-28,D034
E000471,Nguyen Huu Thanh,1970-10-25,Nam,20000000,2015-06-13,2023-01-04,D034
E000472,Vu Thuy Minh,1975-03-17,Nam,20000000,2015-04-09,2020-08-10,D034
E000473,Hoang Khoa Van,1973-10-17,Nu,20000000,2022-03-03,,D034
E000474,Dang Hai Duc,1971-12-27,Nu,20000000,2020-04-24,,D034
E000475,Le Hai Quang,1984-03-09,Nu,8000000,2017-06-05,,D035
E000476,Tran Hai Thanh,1972-02-17,Nu,8000000,2015-10-16,2023-08-02,D035
E000477,Tran Hai Quang,1974-02-13,Nam,8000000,2020-02-17,,D035
E000478,Pham Dinh Thanh,1984-04-09,Nu,8000000,2017-06-04,,D035
E000479,Le Thu Quang,1995-01-25,Nu,8000000,2020-07-16,,D035
E000480,Tran Ngoc Duc,1993-04-06,Nam,8000000,2019-05-07,2019-06-04,D035
E000481,Pham Thu Thanh,1994-04-18,Nam,8000000,2020-05-27,,D035
E000482,Vu Ngoc Quang,1986-04-11,Nu,8000000,2019-11-24,,D035
E000483,Hoang Hai Minh,1991-10-17,Nam,8000000,2022-08-16,,D035
E000484,Pham Ngoc Van,1984-06-13,Nam,8000000,2020-01-20,2023-11-21,D035
E000485,Bui Huu Quang,1993-10-20,Nu,8000000,2022-10-07,2022-10-08,D035
E000486,Dang Hoai Thanh,1984-09-09,Nu,17000000,2020-09-20,,D036
E000487,Le Dinh Quang,1991-04-03,Nam,17000000,2016-09-18,,D036
E000488,Bui Hai Van,1996-12-04,Nu,17000000,2016-11-15,,D036
E000489,Tran Khoa Minh,1975-02-28,Nam,17000000,2020-09-06,,D036
E000490,Dang Hai Thanh,1977-01-06,Nam,17000000,2021-10-17,,D036
E000491,Pham Hoai Quang,1988-01-16,Nu,17000000,2021-03-20,,D036
E000492,Tran Ngoc Thi,1977-08-01,Nu,17000000,2022-03-09,,D036
E000493,Vu Dinh Quang,1982-12-08,Nam,17000000,2019-08-23,2022-09-22,D036
E000494,Tran Thu Linh,1977-05-07,Nu,17000000,2018-03-17,2023-12-08,D036
E000495,Pham Huu Minh,1979-02-07,Nam,17000000,2019-03-07,,D036
E000496,Vu Thuy Quang,1996-10-27,Nam,17000000,2016-01-25,,D036
E000497,Pham Khoa Anh,1970-08-07,Nu,17000000,2020-01-06,,D036
E000498,Nguyen Dinh Van,1992-12-14,Nu,17000000,2019-04-19,2023-05-01,D036
E000499,Hoang Huu Duc,1986-07-07,Nam,11000000,2015-02-27,,D037
E000500,Hoang Hai Thanh,1982-03-26,Nam,11000000,2022-10-10,2023-08-21,D037
E000501,Pham Hoai Thi,1994-01-22,Nu,11000000,2015-04-21,2018-08-27,D037
E000502,Hoang Hai Quang,1996-03-23,Nu,11000000,2016-12-20,2019-04-01,D037
E000503,Bui Dinh Van,1982-10-04,Nam,11000000,2021-01-17,2021-03-02,D037
E000504,Bui Hai Van,1994-06-25,Nu,11000000,2017-12-17,,D037
E000505,Le Khoa Van,1981-11-16,Nu,11000000,2018-08-22,2022-11-05,D037
E000506,Dang Ngoc Van,1994-12-20,Nam,11000000,2022-08-03,,D037
E000507,Dang Hoai Quang,1982-02-11,Nam,11000000,2015-11-10,,D037
E000508,Dang Dinh Thanh,1998-08-17,Nu,11000000,2015-12-24,2022-06-15,D037
E000509,Vu Hai Thi,1988-02-06,Nam,11000000,2018-08-20,,D037
E000510,Nguyen Hoai Minh,1999-06-17,Nu,11000000,2018-03-28,,D037
E000511,Nguyen Dinh Quang,1977-10-14,Nu,11000000,2021-12-09,2022-04-27,D037
E000512,Dang Khoa Quang,1992-11-21,Nu,7000000,2020-02-27,,D038
E000513,Hoang Hai Thi,1990-11-10,Nu,7000000,2017-01-17,2023-05-25,D038
E000514,Bui Khoa Thanh,1996-03-02,Nu,7000000,2022-04-27,2023-12-27,D038
E000515,Le Dinh Anh,1991-08-18,Nu,7000000,2022-12-04,,D038
E000516,Bui Dinh Anh,1974-03-23,Nu,7000000,2018-03-21,2019-05-15,D038
E000517,Bui Dinh Minh,1971-09-10,Nam,7000000,2022-02-21,,D038
E000518,Pham Khoa Van,1997-01-15,Nu,7000000,2022-07-09,2022-07-10,D038
E000519,Le Thu Quang,1994-12-18,Nam,7000000,2019-05-19,,D038
E000520,Hoang Thuy Duc,1990-02-24,Nu,7000000,2018-04-05,,D038
E000521,Tran Hai Quang,1995-06-01,Nu,7000000,2018-09-16,,D038
E000522,Dang Dinh Quang,1982-02-02,Nu,7000000,2019-10-12,,D038
E000523,Hoang Huu Van,1989-05-18,Nu,7000000,2018-07-25,,D038
E000524,Le Khoa Thanh,1970-08-05,Nu,7000000,2017-04-27,,D038
E000525,Bui Thu Duc,1999-05-25,Nu,7000000,2018-02-20,,D038
E000526,Bui Khoa Duc,1972-07-24,Nam,7000000,2017-03-08,,D038
E000527,Bui Thu Minh,1994-11-14,Nu,7000000,2019-03-05,2019-03-06,D038
E000528,Tran Huu Minh,1985-08-07,Nu,7000000,2018-01-23,2021-08-27,D038
E000529,Le Huu Thanh,1979-10-11,Nam,7000000,2022-05-16,2023-07-19,D038
E000530,Vu Khoa Linh,1997-02-23,Nu,9000000,2015-01-25,,D039
E000531,Tran Khoa Thi,1974-12-24,Nu,9000000,2015-07-11,,D039
E000532,Hoang Thu Thanh,1977-04-26,Nu,9000000,2017-08-15,,D039
E000533,Tran Huu Thanh,1970-11-01,Nam,9000000,2020-04-26,,D039
E000534,Tran Khoa Duc,1977-08-16,Nu,9000000,2015-09-12,,D039
E000535,Dang Dinh Minh,1992-10-04,Nam,9000000,2019-02-01,2021-05-24,D039
E000536,Dang Hai Thanh,1985-12-23,Nu,9000000,2018-11-16,2020-02-21,D039
E000537,Tran Thu Anh,1982-06-09,Nam,9000000,2022-03-12,,D039
E000538,Pham Khoa Thanh,1978-05-18,Nu,9000000,2020-03-10,,D039
E000539,Vu Hoai Anh,1990-12-12,Nu,9000000,2015-03-06,,D039
E000540,Vu Dinh Thanh,1996-04-13,Nu,9000000,2021-04-12,2023-11-16,D039
E000541,Vu Ngoc Duc,1981-06-23,Nu,9000000,2017-06-01,2017-06-02,D039
E000542,Le Hai Duc,1990-04-11,Nam,9000000,2018-01-02,2018-06-28,D039
E000543,Nguyen Ngoc Linh,1997-10-27,Nu,9000000,2022-08-09,,D039
E000544,Bui Khoa Van,1971-03-25,Nam,9000000,2016-09-12,2023-10-05,D039
E000545,Bui Thuy Quang,1970-05-19,Nam,9000000,2015-06-14,,D039
E000546,Dang Ngoc Thanh,1973-08-07,Nu,9000000,2016-04-20,2019-03-19,D039
E000547,Tran Dinh Linh,1976-12-16,Nam,9000000,2016-11-17,2016-12-08,D039
E000548,Hoang Ngoc Duc,1981-03-24,Nam,10000000,2015-08-14,2017-05-27,D040
E000549,Dang Khoa Thi,1970-05-10,Nu,10000000,2020-05-18,,D040
E000550,Vu Khoa Anh,1992-11-06,Nu,10000000,2015-10-07,,D040
E000551,Hoang Thuy Thanh,1991-03-25,Nu,10000000,2018-02-10,2020-08-25,D040
E000552,Nguyen Ngoc Quang,1973-01-16,Nu,10000000,2018-12-01,2023-09-09,D040
E000553,Nguyen Ngoc Van,1981-08-13,Nu,10000000,2017-02-22,2021-11-17,D040
E000554,Vu Huu Van,1974-08-28,Nu,10000000,2019-10-05,2022-11-21,D040
E000555,Pham Dinh Van,1981-04-28,Nu,10000000,2020-05-10,,D040
E000556,Vu Thuy Quang,1972-03-12,Nam,10000000,2019-07-27,,D040
E000557,Dang Dinh Quang,1971-01-08,Nu,10000000,2019-03-26,,D040
E000558,Bui Thu Minh,1973-09-15,Nu,10000000,2019-05-06,,D040
E000559,Le Huu Quang,1985-02-22,Nu,10000000,2018-01-26,2022-11-22,D040
E000560,Hoang Thu Duc,1994-04-28,Nam,10000000,2019-01-18,,D040
E000561,Hoang Thuy Quang,1978-07-05,Nu,10000000,2017-05-10,,D040
E000562,Vu Hai Linh,1989-03-10,Nu,10000000,2017-12-11,2019-10-13,D040
E000563,Tran Hoai Linh,1970-08-28,Nu,10000000,2017-07-15,,D040
E000564,Hoang Huu Duc,1975-09-21,Nam,15000000,2017-10-14,,D041
E000565,Hoang Huu Duc,1989-05-11,Nu,20000000,2016-04-16,2017-10-01,D042
E000566,Dang Huu Minh,1981-12-09,Nam,20000000,2015-07-26,,D042
E000567,Vu Hoai Quang,2000-01-01,Nu,20000000,2020-11-04,2021-12-18,D042
E000568,Vu Hoai Linh,1970-12-27,Nu,20000000,2020-04-10,,D042
E000569,Pham Hoai Duc,1977-12-04,Nu,20000000,2019-07-10,2020-08-25,D042
E000570,Bui Hai Linh,1997-08-07,Nam,20000000,2021-08-11,,D042
E000571,Vu Thu Quang,1977-03-14,Nu,20000000,2017-03-25,2017-07-13,D042
E000572,Dang Dinh Van,1993-11-19,Nam,20000000,2018-09-13,2023-12-22,D042
E000573,Dang Thu Anh,1979-03-26,Nu,20000000,2015-05-25,,D042
E000574,Vu Hoai Minh,1987-04-12,Nu,20000000,2020-04-18,2020-11-09,D042
E000575,Bui Thu Duc,1974-02-26,Nu,8000000,2016-06-11,2023-05-23,D043
E000576,Nguyen Ngoc Duc,1984-08-11,Nam,8000000,2021-12-04,2023-08-22,D043
E000577,Dang Ngoc Van,1973-08-18,Nam,8000000,2020-06-08,2021-08-25,D043
E000578,Le Thuy Duc,1992-06-19,Nu,8000000,2017-07-25,,D043
E000579,Le Dinh Duc,1973-01-21,Nam,8000000,2021-03-15,2023-08-21,D043
E000580,Nguyen Khoa Thanh,1992-10-04,Nu,8000000,2015-10-10,2018-06-15,D043
E000581,Dang Ngoc Minh,1978-11-26,Nam,8000000,2018-07-11,2018-07-12,D043
E000582,Dang Khoa Quang,2000-10-08,Nam,8000000,2016-03-25,2020-03-09,D043
E000583,Le Hoai Linh,1977-07-28,Nam,8000000,2022-07-17,2022-07-18,D043
E000584,Le Khoa Linh,1988-12-13,Nu,8000000,2018-06-05,,D043
E000585,Bui Hoai Quang,1970-02-20,Nam,8000000,2018-03-01,,D043
E000586,Bui Thu Duc,1987-01-15,Nam,8000000,2017-10-01,2023-10-23,D043
E000587,Nguyen Hoai Minh,1992-02-11,Nu,8000000,2020-10-05,,D043
E000588,Nguyen Thu Minh,1970-06-18,Nu,8000000,2017-10-19,,D043
E000589,Hoang Dinh Van,1976-12-09,Nam,8000000,2016-10-27,2022-01-15,D043
E000590,Dang Thu Thanh,1996-07-03,Nu,8000000,2015-05-21,2019-02-08,D043
E000591,Dang Ngoc Linh,1995-11-01,Nam,17000000,2021-12-16,,D044
E000592,Bui Hai Linh,2000-03-22,Nu,17000000,2015-08-04,,D044
E000593,Bui Huu Thi,1970-02-12,Nam,17000000,2018-11-17,2020-07-07,D044
E000594,Bui Thuy Linh,1999-06-11,Nam,17000000,2021-02-18,2021-04-09,D044
E000595,Dang Hoai Thi,1993-10-01,Nu,17000000,2016-02-10,,D044
E000596,Vu Thuy Linh,1988-04-19,Nam,17000000,2018-06-27,2022-04-10,D044
E000597,Dang Thu Quang,1996-12-09,Nu,17000000,2020-11-02,,D044
E000598,Bui Khoa Duc,1972-02-17,Nu,17000000,2018-04-20,2019-09-01,D044
E000599,Tran Huu Linh,1994-10-05,Nam,17000000,2022-09-03,2022-12-17,D044
E000600,Hoang Hoai Van,1990-11-16,Nu,17000000,2016-11-05,,D044
E000601,Pham Thuy Duc,1981-12-11,Nam,17000000,2017-04-28,,D044
E000602,Dang Thu Thi,1984-11-21,Nu,17000000,2021-03-01,2021-03-07,D044
E000603,Hoang Ngoc Duc,1989-07-11,Nam,17000000,2017-11-17,,D044
E000604,Pham Hai Linh,1980-11-27,Nam,17000000,2018-11-03,2022-01-09,D044
E000605,Le Hoai Thanh,1989-01-23,Nu,17000000,2017-03-24,,D044
E000606,Dang Thuy Duc,1987-01-06,Nu,17000000,2016-10-21,,D044
E000607,Pham Hai Van,1979-11-04,Nu,17000000,2018-01-12,,D044
E000608,Dang Thuy Linh,1995-07-06,Nam,17000000,2017-10-13,,D044
E000609,Nguyen Khoa Anh,1976-01-06,Nam,17000000,2015-05-20,2021-12-23,D044
E000610,Le Huu Duc,1981-12-24,Nu,17000000,2016-08-08,,D044
E000611,Vu Thuy Thi,1972-02-17,Nam,11000000,2016-06-27,,D045
E000612,Nguyen Thu Minh,1970-04-23,Nu,11000000,2020-08-16,,D045
E000613,Bui Ngoc Anh,1992-02-05,Nam,11000000,2016-07-25,,D045
E000614,Vu Dinh Thanh,1979-04-02,Nu,11000000,2016-04-19,2016-05-27,D045
E000615,Vu Hoai Minh,1999-06-28,Nu,11000000,2019-03-27,2020-08-23,D045
E000616,Hoang Thuy Van,1995-01-17,Nam,11000000,2020-07-01,,D045
E000617,Hoang Dinh Minh,1997-08-15,Nam,11000000,2021-02-11,2021-09-13,D045
E000618,Le Dinh Van,1996-07-17,Nu,11000000,2022-03-15,2023-07-11,D045
E000619,Dang Khoa Linh,1980-06-17,Nam,11000000,2022-03-18,,D045
E000620,Hoang Huu Anh,2000-02-22,Nam,11000000,2017-08-20,2022-09-19,D045
E000621,Dang Hai Duc,1989-08-18,Nam,11000000,2021-07-08,2021-07-09,D045
E000622,Hoang Hai Anh,1978-03-07,Nu,11000000,2015-10-27,,D045
E000623,Le Thu Thi,1993-03-23,Nam,7000000,2021-11-22,,D046
E000624,Nguyen Dinh Van,1975-04-12,Nam,7000000,2022-05-18,2023-01-25,D046
E000625,Pham Huu Anh,1976-09-25,Nam,7000000,2015-08-25,2020-02-22,D046
E000626,Nguyen Dinh Quang,1996-04-01,Nu,7000000,2021-12-20,2021-12-21,D046
E000627,Nguyen Khoa Duc,1989-05-07,Nam,7000000,2022-04-10,2023-11-02,D046
E000628,Dang Ngoc Van,1998-09-18,Nam,7000000,2016-08-22,2023-02-19,D046
E000629,Pham Huu Thanh,1991-05-05,Nam,7000000,2019-10-13,,D046
E000630,Le Thuy Quang,1996-04-07,Nu,7000000,2015-11-06,2020-11-07,D046
E000631,Pham Thuy Thanh,1978-05-07,Nu,7000000,2021-11-27,,D046
E000632,Le Hai Duc,1989-06-12,Nam,7000000,2018-10-18,,D046
E000633,Hoang Ngoc Van,1978-11-24,Nu,7000000,2022-08-11,,D046
E000634,Pham Hoai Linh,1997-02-12,Nam,7000000,2020-09-07,2021-08-03,D046
